Index,Area_unit_2013_code,Area_unit_2013_label,Victimisations_calendar_year_2015,Population_mid_point_2015, Rate_per_10000_population , Rate_ratio_NZ_average_rate ,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Territorial_authority_area_2013_code,Territorial_authority_area_2013_label,Region_2013_code,Region_2013_label
440,520401,Ferndale,16,4960,32,0.6,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
441,536832,Te Maunga,16,5060,32,0.6,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
442,518201,Balmoral,16,5990,27,0.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
443,517800,Mt Albert Central,16,6220,26,0.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
444,512500,Mcleod,16,6730,24,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
445,525102,Wattle Farm,16,8010,20,0.4,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
446,524402,Mangere Station,15,190,789,15.1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
447,527925,Tokanui,15,470,319,6.1,8,Te Awamutu Zone,Main urban area,17,Waipa District,3,Waikato Region
448,546200,Ahuriri,15,1080,139,2.7,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
449,533100,Coromandel,15,1610,93,1.8,222,Coromandel,Minor urban area,11,Thames-Coromandel District,3,Waikato Region
450,544001,Wharekaka,15,1860,81,1.5,502,Rural (Incl.some Off Shore Islands),Rural area,28,Gisborne District,5,Gisborne Region
451,586308,Rangiora Central,15,2040,74,1.4,116,Rangiora,Secondary urban area,59,Waimakariri District,13,Canterbury Region
452,567600,Brentwood,15,2190,68,1.3,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
453,611001,Waverley-Glengarry,15,2460,61,1.2,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
454,578901,Solway North,15,2480,60,1.2,109,Masterton,Secondary urban area,48,Masterton District,9,Wellington Region
455,558300,Fordell-Kakatahi,15,2500,60,1.1,502,Rural (Incl.some Off Shore Islands),Rural area,37,Wanganui District,8,Manawatu-Wanganui Region
456,565100,Arakura,15,2570,58,1.1,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
457,593800,Bexley,15,2590,58,1.1,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
458,517201,St Johns,15,2910,52,1,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
459,511302,New Lynn South,15,3060,49,0.9,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
460,524821,Clendon North,15,3260,46,0.9,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
461,525540,Pahurehure,15,3330,45,0.9,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
462,604110,Mornington,15,3390,44,0.8,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
463,603601,North Dunedin,15,3610,42,0.8,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
464,571300,Cannons Creek East,15,3870,39,0.7,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
465,516002,Remuera South,15,4240,35,0.7,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
466,512100,Green Bay,15,4490,33,0.6,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
467,516003,Abbotts Park,15,4640,32,0.6,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
468,522920,Edgewater,15,4700,32,0.6,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
469,513521,West Harbour,15,5320,28,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
470,529300,Glenview,15,5730,26,0.5,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
471,510010,Beachhaven North,15,5960,25,0.5,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
472,584202,Richmond West,15,6600,23,0.4,21,Nelson,Main urban area,51,Tasman District,16,Tasman Region
473,523820,Redoubt South,15,6990,21,0.4,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
474,557000,Spriggens Park,14,310,452,8.6,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
475,597820,Ashburton Central West,14,1050,133,2.5,112,Ashburton,Secondary urban area,63,Ashburton District,13,Canterbury Region
476,501500,Moerewa,14,1570,89,1.7,207,Moerewa,Minor urban area,1,Far North District,1,Northland Region
477,568900,Moera,14,1590,88,1.7,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
478,561820,Linton Military Camp,14,1660,84,1.6,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
479,515003,Point Chevalier South,14,1790,78,1.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
480,535310,Paraonui,14,1830,77,1.5,102,Tokoroa,Secondary urban area,19,South Waikato District,3,Waikato Region
481,606800,Milton,14,1960,71,1.4,289,Milton,Minor urban area,72,Clutha District,14,Otago Region
482,535330,Matarawa,14,2080,67,1.3,102,Tokoroa,Secondary urban area,19,South Waikato District,3,Waikato Region
483,568102,Holborn,14,2140,65,1.3,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
484,551502,Spotswood,14,2170,65,1.2,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
485,535370,Strathmore,14,2180,64,1.2,102,Tokoroa,Secondary urban area,19,South Waikato District,3,Waikato Region
486,553102,Stratford East,14,2270,62,1.2,249,Stratford,Minor urban area,34,Stratford District,7,Taranaki Region
487,512903,Parrs Park West,14,2320,60,1.2,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
488,513211,Urlich,14,2570,54,1,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
489,537400,Judea,14,2600,54,1,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
490,572000,Mana-Camborne,14,2650,53,1,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
491,525700,Red Hill,14,2730,51,1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
492,534901,Morrinsville West,14,2750,51,1,231,Morrinsville,Minor urban area,15,Matamata-Piako District,3,Waikato Region
493,513800,Karekare,14,2760,51,1,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
494,581220,Mayfield,14,2860,49,0.9,26,Blenheim,Main urban area,53,Marlborough District,18,Marlborough Region
495,537100,Bellevue,14,3760,37,0.7,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
496,538303,Welcome Bay East,14,4160,34,0.6,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
497,598600,Temuka,14,4290,33,0.6,286,Temuka,Minor urban area,64,Timaru District,13,Canterbury Region
498,535800,Katikati Community,14,4410,32,0.6,234,Katikati Community,Minor urban area,22,Western Bay of Plenty District,4,Bay of Plenty Region
499,547300,Taradale South,14,5580,25,0.5,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
500,562100,Milson,14,5800,24,0.5,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
501,518600,Royal Oak,14,6120,23,0.4,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
502,604300,Caledonian,13,0, -   , -   ,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
503,556700,Wanganui Collegiate,13,1180,110,2.1,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
504,503000,Vinetown,13,1640,79,1.5,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
505,585110,Cobden,13,1670,78,1.5,111,Greymouth,Secondary urban area,56,Grey District,12,West Coast Region
506,535340,Stanley Park,13,2150,60,1.2,102,Tokoroa,Secondary urban area,19,South Waikato District,3,Waikato Region
507,524712,Homai West,13,2330,56,1.1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
508,580000,Featherston,13,2360,55,1.1,266,Featherston,Minor urban area,50,South Wairarapa District,9,Wellington Region
509,611602,Strathern,13,2480,52,1,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
510,568402,Boulcott,13,2570,51,1,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
511,531200,Otorohanga,13,2640,49,0.9,218,Otorohanga,Minor urban area,18,Otorohanga District,3,Waikato Region
512,562402,Papaeoia,13,2800,46,0.9,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
513,590200,Wharenui,13,2870,45,0.9,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
514,519300,One Tree Hill Central,13,2900,45,0.9,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
515,560730,Feilding Central,13,2910,45,0.9,106,Feilding,Secondary urban area,39,Manawatu District,8,Manawatu-Wanganui Region
516,582402,Washington,13,3100,42,0.8,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
517,606700,Bruce,13,3210,40,0.8,502,Rural (Incl.some Off Shore Islands),Rural area,72,Clutha District,14,Otago Region
518,570600,Titahi Bay South,13,3680,35,0.7,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
519,567800,Heretaunga-Silverstream,13,3760,35,0.7,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
520,581601,Golden Bay,13,3880,34,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,51,Tasman District,16,Tasman Region
521,522910,Pakuranga Central,13,3900,33,0.6,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
522,505808,Red Beach East,13,4140,31,0.6,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
523,513632,Waimumu South,13,4360,30,0.6,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
524,536514,Bethlehem,13,4540,29,0.5,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
525,534902,Morrinsville East,13,4740,27,0.5,231,Morrinsville,Minor urban area,15,Matamata-Piako District,3,Waikato Region
526,511601,Glendene North,13,4900,27,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
527,519200,Mt St John,13,5210,25,0.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
528,519002,Waikowhai East,13,5230,25,0.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
529,546400,Onekawa West,12,300,400,7.6,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
530,604420,Forbury,12,970,124,2.4,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
531,555100,Raetihi,12,1080,111,2.1,255,Raetihi,Minor urban area,36,Ruapehu District,8,Manawatu-Wanganui Region
532,554700,Patea,12,1150,104,2,253,Patea,Minor urban area,35,South Taranaki District,7,Taranaki Region
533,526900,Te Kauwhata,12,1630,74,1.4,304,Te Kauwhata,Minor urban area,13,Waikato District,3,Waikato Region
534,505602,Huapai,12,1740,69,1.3,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
535,500203,Taipa Bay-Mangonui,12,1840,65,1.2,201,Taipa Bay-Mangonui,Minor urban area,1,Far North District,1,Northland Region
536,593300,Richmond South,12,1990,60,1.2,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
537,589000,Wairarapa,12,2010,60,1.1,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
538,586403,Kaiapoi South,12,2170,55,1.1,22,Christchurch,Main urban area,59,Waimakariri District,13,Canterbury Region
539,541335,Oruanui,12,2390,50,1,502,Rural (Incl.some Off Shore Islands),Rural area,21,Taupo District,3,Waikato Region
540,594100,Woolston South,12,2550,47,0.9,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
541,501634,Ngapuhi-Kaikou,12,2640,45,0.9,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
542,513512,Royal Road West,12,3060,39,0.7,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
543,520302,Mt Wellington West,12,3090,39,0.7,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
544,535501,Matamata North,12,3110,39,0.7,232,Matamata,Minor urban area,15,Matamata-Piako District,3,Waikato Region
545,538501,Te Puke West,12,3180,38,0.7,235,Te Puke Community,Minor urban area,22,Western Bay of Plenty District,4,Bay of Plenty Region
546,535360,Aotea,12,3180,38,0.7,102,Tokoroa,Secondary urban area,19,South Waikato District,3,Waikato Region
547,594300,Opawa,12,3250,37,0.7,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
548,611601,Heidelberg,12,3430,35,0.7,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
549,603930,Brockville,12,3430,35,0.7,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
550,599100,Highfield,12,3490,34,0.7,113,Timaru,Secondary urban area,64,Timaru District,13,Canterbury Region
551,516201,Orakei South,12,3840,31,0.6,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
552,508807,North Harbour East,12,4160,29,0.6,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
553,560710,Feilding North,12,4280,28,0.5,106,Feilding,Secondary urban area,39,Manawatu District,8,Manawatu-Wanganui Region
554,509800,Northcote South,12,4570,26,0.5,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
555,522722,Highland Park,12,4600,26,0.5,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
556,511002,Woodglen,12,4920,24,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
557,512202,Durham Green,12,4940,24,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
558,590602,Parklands,12,5050,24,0.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
559,565903,Paraparaumu Beach South,12,5070,24,0.5,25,Kapiti,Main urban area,43,Kapiti Coast District,9,Wellington Region
560,507800,Lake Pupuke,12,5650,21,0.4,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
561,508803,Unsworth Heights,12,6110,20,0.4,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
562,564400,Otaki,12,6120,20,0.4,262,Otaki,Minor urban area,43,Kapiti Coast District,9,Wellington Region
563,547100,Greenmeadows,12,6730,18,0.3,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
564,538863,Waiwhero,11,700,157,3,502,Rural (Incl.some Off Shore Islands),Rural area,24,Rotorua District,4,Bay of Plenty Region
565,594500,Waltham,11,1140,96,1.8,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
566,546300,Onekawa Central,11,1380,80,1.5,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
567,599800,Timaru Gardens,11,1590,69,1.3,113,Timaru,Secondary urban area,64,Timaru District,13,Canterbury Region
568,529501,Porritt,11,1940,57,1.1,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
569,553601,Eltham,11,2010,55,1,251,Eltham,Minor urban area,35,South Taranaki District,7,Taranaki Region
570,557700,Kowhai Park,11,2130,52,1,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
571,521131,Pokeno,11,2130,52,1,502,Rural (Incl.some Off Shore Islands),Rural area,13,Waikato District,3,Waikato Region
572,576200,Berhampore West,11,2610,42,0.8,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
573,568201,Taita North,11,2750,40,0.8,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
574,542906,Waiotahi,11,2800,39,0.8,502,Rural (Incl.some Off Shore Islands),Rural area,27,Opotiki District,4,Bay of Plenty Region
575,571600,Ascot Park,11,2830,39,0.7,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
576,530800,Riverlea,11,2830,39,0.7,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
577,587812,Broomfield,11,2900,38,0.7,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
578,597850,Hampstead,11,2930,38,0.7,112,Ashburton,Secondary urban area,63,Ashburton District,13,Canterbury Region
579,506661,Cape Rodney South,11,3070,36,0.7,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
580,585400,Hokitika Urban,11,3080,36,0.7,276,Hokitika,Minor urban area,57,Westland District,12,West Coast Region
581,513013,McLaren Park,11,3170,35,0.7,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
582,548100,Parkvale,11,3250,34,0.6,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
583,534200,Ohinemuri,11,3290,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,12,Hauraki District,3,Waikato Region
584,528504,Grandview,11,3440,32,0.6,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
585,601010,Oamaru North,11,3480,32,0.6,114,Oamaru,Secondary urban area,68,Waitaki District,14,Otago Region
586,508620,Sunnybrae,11,3510,31,0.6,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
587,565901,Paraparaumu Beach North,11,3690,30,0.6,25,Kapiti,Main urban area,43,Kapiti Coast District,9,Wellington Region
588,544500,Whataupoko,11,3960,28,0.5,11,Gisborne,Main urban area,28,Gisborne District,5,Gisborne Region
589,552100,Fitzroy,11,3980,28,0.5,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
590,568602,Waterloo East,11,4370,25,0.5,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
591,517903,Owairaka East,11,4670,24,0.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
592,598312,Orari,11,4800,23,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,64,Timaru District,13,Canterbury Region
593,603300,North East Valley,11,4900,22,0.4,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
594,597200,Lincoln,11,4910,22,0.4,282,Lincoln,Minor urban area,62,Selwyn District,13,Canterbury Region
595,517600,St Lukes,11,5290,21,0.4,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
596,550901,Bell Block,11,5610,20,0.4,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
597,505010,Rehia-Oneriri,11,5870,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,3,Kaipara District,1,Northland Region
598,516900,Glen Innes North,11,6450,17,0.3,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
599,514700,Blockhouse Bay,11,6660,17,0.3,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
600,521602,Howick Central,11,6880,16,0.3,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
601,504700,Maungaturoto,10,860,116,2.2,501,Rural Centre,Rural area,3,Kaipara District,1,Northland Region
602,555000,Ohakune,10,1080,93,1.8,254,Ohakune,Minor urban area,36,Ruapehu District,8,Manawatu-Wanganui Region
603,513101,Swanson,10,1360,74,1.4,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
604,557300,Lower Aramoho,10,1790,56,1.1,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
605,582800,Bronte,10,1860,54,1,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
606,612100,Bluff,10,1870,53,1,297,Bluff,Minor urban area,75,Invercargill City,15,Southland Region
607,552200,Welbourn,10,1960,51,1,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
608,540200,Koutu,10,1990,50,1,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
609,565000,Fernlea,10,2010,50,1,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
610,508805,Windsor Park,10,2030,49,0.9,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
611,557400,Upper Aramoho,10,2050,49,0.9,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
612,555700,Castlecliff North,10,2080,48,0.9,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
613,544701,Kaiti North,10,2170,46,0.9,11,Gisborne,Main urban area,28,Gisborne District,5,Gisborne Region
614,567300,Wallaceville,10,2200,45,0.9,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
615,543301,East Cape,10,2630,38,0.7,502,Rural (Incl.some Off Shore Islands),Rural area,28,Gisborne District,5,Gisborne Region
616,568702,Waiwhetu South,10,2670,37,0.7,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
617,588300,Casebrook,10,2730,37,0.7,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
618,538820,Tikitere,10,2770,36,0.7,502,Rural (Incl.some Off Shore Islands),Rural area,24,Rotorua District,4,Bay of Plenty Region
619,524404,Favona North,10,2820,35,0.7,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
620,500802,Hokianga South,10,2830,35,0.7,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
621,588102,Redwood South,10,3080,32,0.6,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
622,578902,Solway South,10,3170,32,0.6,109,Masterton,Secondary urban area,48,Masterton District,9,Wellington Region
623,564021,Mangaore-Manakau,10,3300,30,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,42,Horowhenua District,8,Manawatu-Wanganui Region
624,576903,Kilbirnie West-Hataitai South,10,3390,29,0.6,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
625,511001,Tangutu,10,3410,29,0.6,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
626,515202,St Marys,10,3480,29,0.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
627,552800,Inglewood,10,3490,29,0.5,248,Inglewood,Minor urban area,33,New Plymouth District,7,Taranaki Region
628,590603,Waimairi Beach,10,3520,28,0.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
629,611800,Kingswell-Clifton,10,3570,28,0.5,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
630,536201,Papamoa Beach East,10,3740,27,0.5,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
631,566102,Raumati South,10,3750,27,0.5,25,Kapiti,Main urban area,43,Kapiti Coast District,9,Wellington Region
632,538302,Welcome Bay West,10,3800,26,0.5,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
633,515001,Point Chevalier West,10,3840,26,0.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
634,596200,Sumner,10,3870,26,0.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
635,515410,Grey Lynn West,10,3870,26,0.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
636,506631,Snells Beach,10,3890,26,0.5,212,Snells Beach,Minor urban area,76,Auckland,2,Auckland Region
637,598900,Marchwiel,10,4010,25,0.5,113,Timaru,Secondary urban area,64,Timaru District,13,Canterbury Region
638,530700,Hillcrest West,10,4030,25,0.5,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
639,562720,Westbrook,10,4270,23,0.4,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
640,594400,St Martins,10,4420,23,0.4,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
641,564240,Levin East,10,4520,22,0.4,107,Levin,Secondary urban area,42,Horowhenua District,8,Manawatu-Wanganui Region
642,590400,Belfast,10,4580,22,0.4,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
643,500202,Karikari Peninsula-Maungataniwha,10,4710,21,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
644,590000,Ilam,10,5450,18,0.4,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
645,523000,Pakuranga East,10,5640,18,0.3,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
646,519400,One Tree Hill East,10,6180,16,0.3,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
647,505902,Manly,10,7160,14,0.3,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
648,585502,Hanmer Springs,9,900,100,1.9,501,Rural Centre,Rural area,58,Hurunui District,13,Canterbury Region
649,599000,Maori Park,9,1050,86,1.6,113,Timaru,Secondary urban area,64,Timaru District,13,Canterbury Region
650,543901,Makaraka,9,1300,69,1.3,11,Gisborne,Main urban area,28,Gisborne District,5,Gisborne Region
651,605500,St Kilda Central,9,1770,51,1,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
652,501816,Waipu,9,1820,49,0.9,502,Rural (Incl.some Off Shore Islands),Rural area,2,Whangarei District,1,Northland Region
653,502900,Woodhill,9,1840,49,0.9,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
654,608700,Frankton,9,1980,45,0.9,117,Queenstown,Secondary urban area,70,Queenstown-Lakes District,14,Otago Region
655,539500,Sunnybrook,9,2000,45,0.9,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
656,605920,Concord,9,2060,44,0.8,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
657,540510,Glenholme East,9,2180,41,0.8,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
658,550101,Dannevirke West,9,2190,41,0.8,245,Dannevirke,Minor urban area,41,Tararua District,8,Manawatu-Wanganui Region
659,536653,Rangiuru,9,2220,41,0.8,502,Rural (Incl.some Off Shore Islands),Rural area,22,Western Bay of Plenty District,4,Bay of Plenty Region
660,567000,Ebdentown,9,2250,40,0.8,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
661,520202,Ellerslie South,9,2280,39,0.8,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
662,504100,Onerahi,9,2350,38,0.7,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
663,588700,Bishopdale,9,2600,35,0.7,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
664,605600,St Kilda East,9,2720,33,0.6,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
665,536654,Pongakawa,9,2780,32,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,22,Western Bay of Plenty District,4,Bay of Plenty Region
666,530600,Silverdale,9,2840,32,0.6,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
667,611100,Richmond,9,2910,31,0.6,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
668,539320,Pukehangi South,9,2950,31,0.6,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
669,567700,Trentham North,9,2960,30,0.6,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
670,582300,The Wood,9,3010,30,0.6,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
671,601040,Oamaru South,9,3050,30,0.6,114,Oamaru,Secondary urban area,68,Waitaki District,14,Otago Region
672,504501,Kaipara Coastal,9,3180,28,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,3,Kaipara District,1,Northland Region
673,513214,Ranui South,9,3330,27,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
674,588402,Sawyers Arms,9,3410,26,0.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
675,584000,Langbein,9,3440,26,0.5,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
676,514900,Waterview,9,3660,25,0.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
